table_type,table_title,table_code,sheet,csv_file,table_url
Journey times to key services by lower super output area (JTS05),"Travel time, destination and origin indicators to Pharmacies by cycle and car, Lower Super Output Area (LSOA), England",jts0509,Metadata,jts0509-Metadata.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748222/jts0509.ods
Journey times connectivity (JTS09),Average minimum journey times to nearest of selected airports by local authority: England,jts0901,JTS0901_Nearest,jts0901-JTS0901_Nearest.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748228/jts0901.ods
Journey times connectivity (JTS09),Average minimum journey times to nearest of selected airports by local authority: England,jts0901,JTS0901_Selected,jts0901-JTS0901_Selected.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748228/jts0901.ods
Journey times connectivity (JTS09),Catchment population measures for selected airports: England,jts0902,JTS0902,jts0902-JTS0902.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748229/jts0902.ods
Journey times connectivity (JTS09),Population within specified journey times of selected airports by local authority: England,jts0903,JTS0903,jts0903-JTS0903.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748230/jts0903.ods
Journey times connectivity (JTS09),Average number of selected airports within specified journey time of each area by local authority: England,jts0904,JTS0904,jts0904-JTS0904.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748231/jts0904.ods
Journey times connectivity (JTS09),Average minimum journey times for selected airports by Lower Super Output Area (LSOA11): England,jts0905,JTS0905_Selected,jts0905-JTS0905_Selected.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748232/jts0905.ods
Journey times connectivity (JTS09),Average minimum journey times for selected airports by Lower Super Output Area (LSOA11): England,jts0905,JTS0905_Summary,jts0905-JTS0905_Summary.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748232/jts0905.ods
Journey times connectivity (JTS09),Average minimum journey times to nearest of selected rail stations by local authority: England,jts0921,JTS0921_Nearest,jts0921-JTS0921_Nearest.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748233/jts0921.ods
Journey times connectivity (JTS09),Average minimum journey times to nearest of selected rail stations by local authority: England,jts0921,JTS0921_Selected(Car),jts0921-JTS0921_Selected(Car).csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748233/jts0921.ods
Journey times connectivity (JTS09),Average minimum journey times to nearest of selected rail stations by local authority: England,jts0921,JTS0921_Selected(PT),jts0921-JTS0921_Selected(PT).csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748233/jts0921.ods
Journey times connectivity (JTS09),Catchment population measures for selected rail stations: England,jts0922,JTS0922,jts0922-JTS0922.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748234/jts0922.ods
Journey times connectivity (JTS09),Population within specified journey times of selected rail stations by local authority: England,jts0923,JTS0923,jts0923-JTS0923.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748235/jts0923.ods
Journey times connectivity (JTS09),Average number of selected rail stations within specified journey time of each area by local authority: England,jts0924,JTS0924,jts0924-JTS0924.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748236/jts0924.ods
Journey times connectivity (JTS09),Average minimum journey times by car for selected rail stations by Lower Super Output Area (LSOA11): England,jts0925,JTS0925_Selected,jts0925-JTS0925_Selected.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748237/jts0925.ods
Journey times connectivity (JTS09),Average minimum journey times by car for selected rail stations by Lower Super Output Area (LSOA11): England,jts0925,JTS0925_Summary,jts0925-JTS0925_Summary.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748237/jts0925.ods
Journey times connectivity (JTS09),Average minimum journey times by car for selected rail stations by Lower Super Output Area (LSOA11): England,jts0926,JTS0926_Selected,jts0926-JTS0926_Selected.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748238/jts0926.ods
Journey times connectivity (JTS09),Average minimum journey times by car for selected rail stations by Lower Super Output Area (LSOA11): England,jts0926,JTS0926_Summary,jts0926-JTS0926_Summary.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748238/jts0926.ods
Journey times connectivity (JTS09),Average travel time to city centres: England,jts0930,JTS0930_LA,jts0930-JTS0930_LA.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/791207/jts0930.ods
Journey times connectivity (JTS09),Average travel time to city centres: England,jts0930,JTS0930_LSOA,jts0930-JTS0930_LSOA.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/791207/jts0930.ods
Journey times connectivity (JTS09),Average travel time to city centres: England,jts0930,Metadata,jts0930-Metadata.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/791207/jts0930.ods
Ad hoc journey times analysis (JTS10),Average travel time to job centres in England,jts1020,JTS1020_LSOA,jts1020-JTS1020_LSOA.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748241/jts1020.ods
Ad hoc journey times analysis (JTS10),Average travel time to job centres in England,jts1020,JTS1020_OA,jts1020-JTS1020_OA.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748241/jts1020.ods
Ad hoc journey times analysis (JTS10),Average travel time to job centres in England,jts1020,Metadata,jts1020-Metadata.csv,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748241/jts1020.ods
